(-1, 445.3223121166229, 'n')
(-1, 609.0849668979645, 'n')
(-1, 571.3461892604828, 'n')
(-1, 431.85177659988403, 'n')
(-1, 594.2392728328705, 'n')
(-1, 450.96788001060486, 'n')
(-1, 571.1693091392517, 'n')
(-1, 447.4789297580719, 'n')
(-1, 547.6177384853363, 'n')
(-1, 690.846400976181, 'n')
(-1, 1187.4222495555878, 'n')
(-1, 2525.7386422157288, 'n')
(-1, 602.7670607566833, 'n')
(-1, 543.8864612579346, 'n')
(-1, 446.2889766693115, 'n')
(-1, 764.4710104465485, 'n')
(-1, 1290.8677728176117, 'n')
(-1, 976.2419295310974, 'n')
(-1, 1111.1346998214722, 'n')
(-1, 1124.5715816020966, 'n')
(-1, 1185.110143661499, 'n')
(-1, 881.2307860851288, 'n')
(-1, 519.6625726222992, 'n')
(-1, 672.7154357433319, 'n')
(-1, 630.2544014453888, 'n')
(-1, 539.0747809410095, 'n')
(-1, 567.863311290741, 'n')
(-1, 538.1142864227295, 'n')
(-1, 617.4984173774719, 'n')
(-1, 480.26157999038696, 'n')
