(-1, 21331.147324323654, 'n')
(-1, 426.3231704235077, 'n')
(-1, 452.5271577835083, 'n')
(-1, 445.1675910949707, 'n')
(-1, 423.0925123691559, 'n')
(-1, 444.03565764427185, 'n')
(-1, 437.42027521133423, 'n')
(-1, 428.74944043159485, 'n')
(-1, 430.13101959228516, 'n')
(-1, 436.39366006851196, 'n')
(-1, 429.7570786476135, 'n')
(-1, 437.7925946712494, 'n')
(-1, 438.59002566337585, 'n')
(-1, 477.6462776660919, 'n')
(-1, 432.97438740730286, 'n')
(-1, 423.10977363586426, 'n')
(-1, 431.12342643737793, 'n')
(-1, 441.41809582710266, 'n')
(-1, 432.9059011936188, 'n')
(-1, 444.33168506622314, 'n')
(-1, 445.8749694824219, 'n')
(-1, 447.0915641784668, 'n')
(-1, 438.0777921676636, 'n')
(-1, 459.43477606773376, 'n')
(-1, 442.1662473678589, 'n')
(-1, 445.05984568595886, 'n')
(-1, 429.48156356811523, 'n')
(-1, 419.4553349018097, 'n')
(-1, 458.35978960990906, 'n')
(-1, 443.60289120674133, 'n')
