(1285.0, 22985.3449344635, 4)
(1285.0, 1857.2000000476837, 4)
(1285.0, 1739.3044590950012, 12)
(1285.0, 1817.2095775604248, 6)
(1285.0, 1730.4271116256714, 14)
(1285.0, 134.76670718193054, 5)
(1285.0, 1842.1478259563446, 6)
(1285.0, 1743.141863822937, 5)
(1285.0, 1815.4080097675323, 6)
(1285.0, 142.18799138069153, 3)
(1285.0, 3438.5391414165497, 7)
(1285.0, 134.49577593803406, 6)
(1285.0, 1805.2119028568268, 5)
(1285.0, 132.93543577194214, 6)
(1285.0, 1735.6952891349792, 8)
(1285.0, 138.12392234802246, 5)
(1285.0, 3425.798054933548, 10)
(1285.0, 131.80142092704773, 10)
(1285.0, 1825.4283347129822, 4)
(1285.0, 3774.292815923691, 8)
(1285.0, 2073.816169977188, 18)
(1285.0, 4113.504875898361, 8)
(1285.0, 3861.52978348732, 12)
(1285.0, 1912.2245626449585, 8)
(1285.0, 6023.034073114395, 8)
(1285.0, 4275.183215141296, 3)
(1285.0, 10456.66933298111, 14)
(1285.0, 1908.9925999641418, 4)
(1285.0, 189.19416308403015, 4)
(1285.0, 127.3044605255127, 4)
