(-1, 5747.0794069767, 'n')
(-1, 9767.172356367111, 'n')
(-1, 6681.308058977127, 'n')
(1318.0, 4557.095710992813, 1)
(1318.0, 4301.658574104309, 1)
(-1, 4389.140870332718, 'n')
(-1, 311.9502327442169, 'n')
(1318.0, 516.3651392459869, 1)
(-1, 3951.2164103984833, 'n')
(1318.0, 484.09790682792664, 1)
(1318.0, 492.6149845123291, 1)
(-1, 3744.628623008728, 'n')
(-1, 329.1065137386322, 'n')
(-1, 312.8404471874237, 'n')
(-1, 312.37013578414917, 'n')
(1318.0, 3735.4597845077515, 1)
(-1, 323.25954031944275, 'n')
(1454.0, 322.4469690322876, 1)
(-1, 4048.1625888347626, 'n')
(1488.0, 500.5230600833893, 1)
(1318.0, 305.6390857696533, 1)
(-1, 3780.4447224140167, 'n')
(-1, 1178.5928394794464, 'n')
(-1, 1165.1679384708405, 'n')
(-1, 4272.913937091827, 'n')
(-1, 1174.2969934940338, 'n')
(-1, 1174.9619810581207, 'n')
(-1, 1329.5084073543549, 'n')
(1488.0, 1167.5929741859436, 1)
(-1, 4235.847641944885, 'n')
