(1285.0, 687.3398559093475, 4)
(1285.0, 283.70815873146057, 6)
(1285.0, 321.5877454280853, 5)
(1285.0, 295.3127121925354, 3)
(1285.0, 161375.636708498, 5)
(1285.0, 355.3462083339691, 5)
(1285.0, 570.0036404132843, 5)
(1285.0, 495.206591129303, 5)
(1285.0, 1245.341616153717, 7)
(1285.0, 333.5143954753876, 7)
(1285.0, 380.09398221969604, 4)
(1285.0, 563.3496935367584, 5)
(1285.0, 537.6227858066559, 8)
(1285.0, 540.7747366428375, 5)
(1285.0, 72662.96264147758, 8)
(1285.0, 7267.678240060806, 6)
(1285.0, 1021.2769074440002, 5)
(1285.0, 460.89912390708923, 4)
(1285.0, 540.4441759586334, 6)
(1285.0, 443.63728857040405, 5)
(1285.0, 582.9141783714294, 5)
(1285.0, 474.8347029685974, 7)
(1285.0, 365.23114681243896, 6)
(1285.0, 311.43640208244324, 5)
(1285.0, 119.85746312141418, 5)
(1285.0, 217.2378911972046, 4)
(1285.0, 278.0255289077759, 7)
(1285.0, 452.04226303100586, 5)
(1285.0, 109.81944513320923, 4)
(1285.0, 108.79914855957031, 7)
