(1454.0, 1688.8561823368073, 1)
(1488.0, 1180.9721612930298, 1)
(-1, 449.16738867759705, 'n')
(1454.0, 451.54633951187134, 1)
(1454.0, 327.15758323669434, 1)
(1488.0, 243.46036386489868, 1)
(-1, 279.83526277542114, 'n')
(1454.0, 1518.8854730129242, 1)
(1318.0, 651.5118339061737, 1)
(1488.0, 541.3804204463959, 1)
(1488.0, 448.21762895584106, 1)
(-1, 479.5303490161896, 'n')
(1454.0, 856.1305196285248, 1)
(1454.0, 1579.7059762477875, 1)
(-1, 258.37631821632385, 'n')
(-1, 304.621967792511, 'n')
(1318.0, 451.04537773132324, 1)
(-1, 456.3787009716034, 'n')
(-1, 530.2022156715393, 'n')
(-1, 455.18304085731506, 'n')
(1318.0, 740.7050566673279, 1)
(1488.0, 448.08826208114624, 1)
(-1, 521.630651473999, 'n')
(-1, 405.9850926399231, 'n')
(1454.0, 246.4169623851776, 1)
(-1, 250.13046526908875, 'n')
(-1, 445.76512813568115, 'n')
(1318.0, 1569.4969828128815, 1)
(-1, 1038.7129685878754, 'n')
(-1, 1636.428556919098, 'n')
